Reference
"AE, 1996, 1215"
"AE, 1904, 172"
"AE, 1991, 1291"
"AE, 1991, 1290"
"CIL, 3, 8723"
"CIL, 3, 8735"
"CIL, 3, 2014"
"CIL, 3, 2022"
"CIL, 3, 2033"
"CIL, 3, 2019"
"CIL, 3, 14244/1"
"CIL, 3, 2040"
"CIL, 3, 2041"
"CIL, 3, 2048"
"CIL, 3, 8760"
"CIL, 3, 8764"
"CIL, 3, 2071"
"CIL, 3, 8732"
"CIL, 3, 14699"
"CIL, 3, 14248"
"CIL, 3, 8687"
"ILJug, 3, 2091"
"ILJug, 3, 2280"
"ILJug, 3, 2601"
"ILJug, 3, 2090"
"ILJug, 3, 2093"
"ILJug, 3, 2600"
"ILJug, 3, 2028"
