EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Links	Latitude	Longitude	TM Place	language	photo
EDCS-71500081	IDR-App-01-08, 00047	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VII G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500082	IDR-App-01-08, 00048	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VII G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500083	IDR-App-01-08, 00049	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VII G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500084	IDR-App-01-08, 00050	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VII G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500085	IDR-App-01-08, 00051	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VII G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500086	IDR-App-01-08, 00052	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VII G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500087	IDR-App-01-08, 00053	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VII [G(emina) F(elix)]
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500088	IDR-App-01-08, 00054	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) V]II G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500089	IDR-App-01-08, 00055	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VII G(emina) [F(elix)]
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500090	IDR-App-01-08, 00056	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) V]II G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500091	IDR-App-01-08, 00057	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) V]II G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500092	IDR-App-01-08, 00058	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) V]II G(emina) [F(elix)]
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500093	IDR-App-01-08, 00059	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) VI]I G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500094	IDR-App-01-08, 00060	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) VI]I G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500095	IDR-App-01-08, 00061	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) VI]I G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500096	IDR-App-01-08, 00062	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) VII] G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500097	IDR-App-01-08, 00063	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) VII] G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500098	IDR-App-01-08, 00064	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) VII] G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500099	IDR-App-01-08, 00065	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) VII] G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-71500100	IDR-App-01-08, 00066	Dacia	Moigrad-Porolissum / Mirsid / Porolissum	213	217	milites; sigilla impressa; tituli fabricationis	"[L(egio) VII] G(emina) F(elix)
material: opus figlinae"		47.1785601	23.1562529	http://www.trismegistos.org/place/30156		
EDCS-13302526	AE 1960, 00359	Dacia	Pojejena	301	400	milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) C(uppis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD019099;T178910 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD019099 | https://www.trismegistos.org/text/178910	44.766667	21.583333	http://www.trismegistos.org/place/30220		
EDCS-30800044	CIL 03, 08071e	Dacia	Pojejena			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII C(laudia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T395424 | https://www.trismegistos.org/text/395424	44.766667	21.583333	http://www.trismegistos.org/place/30220		
EDCS-30800045	CIL 03, 08071f	Dacia	Pojejena			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII C(laudia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T395425 | https://www.trismegistos.org/text/395425	44.766667	21.583333	http://www.trismegistos.org/place/30220		
EDCS-30800046	CIL 03, 08071g	Dacia	Pojejena			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) C(uppis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T395426 | https://www.trismegistos.org/text/395426	44.766667	21.583333	http://www.trismegistos.org/place/30220		
EDCS-11200359	IDR-03-01, 00021b	Dacia	Pojejena			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396162 | https://www.trismegistos.org/text/396162	44.766667	21.583333	http://www.trismegistos.org/place/30220		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00021b.jpg
EDCS-11200360	IDR-03-01, 00021c	Dacia	Pojejena			milites; sigilla impressa; tituli fabricationis	"[L]eg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396163 | https://www.trismegistos.org/text/396163	44.766667	21.583333	http://www.trismegistos.org/place/30220		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00021c.jpg
EDCS-11200361	IDR-03-01, 00022	Dacia	Pojejena			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) C(uppis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396164 | https://www.trismegistos.org/text/396164	44.766667	21.583333	http://www.trismegistos.org/place/30220		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00022_1.jpg;$IDR_03_01_00022_2.jpg;$IDR_03_01_00022_3.jpg
EDCS-11200362	IDR-03-01, 00022a	Dacia	Pojejena			milites; sigilla impressa; tituli fabricationis	"[L]egi(o) VII Cl(audia) C(uppis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396165 | https://www.trismegistos.org/text/396165	44.766667	21.583333	http://www.trismegistos.org/place/30220		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00022a.jpg
EDCS-11300160	IIFDR 00427	Dacia	Pojejena			milites; sigilla impressa; tituli fabricationis	"Legi(o) VII Cl(audia) C(uppis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T397249 | https://www.trismegistos.org/text/397249	44.766667	21.583333	http://www.trismegistos.org/place/30220		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IIFDR_00427.jpg
EDCS-11200898	IDR-02, 00327 = ILD 00136 = CERom-01, 00047 = CERom-02, 00111 = Legio-II-Parth 00043 = AE 1939, 00028	Dacia	Resca / Romula	244	249	Augusti/Augustae; milites; tituli honorarii; tituli sacri; viri	[Salvi]s dd(ominis) nn(ostris) / [Phili]ppis Aug/g(ustis) Felix leg(io) VII / Cl(audia) P(ia) F(idelis) vestra / |(centuriae) VI ha[st(atorum) pr(ioris)] et / post(erioris) d(evotae) [N(umini)] m(aiestati)q(ue) / eorum / [3 p]r(idie) N(onas) S(eptembres)	http://db.edcs.eu/epigr/partner.php?param=CO0023321;HD022407;T179106 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD022407 | https://www.trismegistos.org/text/179106 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0023321	44.173445	24.3928949	http://www.trismegistos.org/place/30167		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$AE_1939_00028.jpg
EDCS-11200930	IDR-02, 00380	Dacia	Resca / Romula			milites; sigilla impressa; tituli fabricationis	"Leg(io) VI[I C(laudia) P(ia) F(idelis)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T395957 | https://www.trismegistos.org/text/395957	44.173445	24.3928949	http://www.trismegistos.org/place/30167		
EDCS-11200374	IDR-03-01, 00033 = IIFDR 00423b = AnalEpi p 110 = AE 1976, 00587a	Dacia	Svinita	271	330	milites; nomen singulare; sigilla impressa; tituli fabricationis; viri	"S(ub) c(ura) Hermogeni p(rae)p(ositi) ri(pae) / leg(io) VII Cl(audia) part(is) cit(erioris)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD012498;T178727 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD012498 | https://www.trismegistos.org/text/178727	44.4982566	22.1020858	http://www.trismegistos.org/place/29725		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IIFDR_00423b_1.jpg;$IIFDR_00423b_2.jpg;$IDR_03_01_00033_1.jpg;$IDR_03_01_00033_2.jpg
EDCS-11200375	IDR-03-01, 00034a = AE 1972, 00495	Dacia	Svinita	271	330	milites; nomen singulare; sigilla impressa; tituli fabricationis; viri	"S(ub) c(ura) Hermogeni p(rae)p(ositi) / [leg(io) VII Cl(audia) 3]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD009793;T178540 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD009793 | https://www.trismegistos.org/text/178540	44.4982566	22.1020858	http://www.trismegistos.org/place/29725		
EDCS-11200594	IDR-03-01, 00280a	Dacia	Timisoara / Temeswar / Temesvar			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII C(laudia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396333 | https://www.trismegistos.org/text/396333	45.7488716	21.2086793	http://www.trismegistos.org/place/36776		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00280a.jpg
EDCS-11200595	IDR-03-01, 00280b	Dacia	Timisoara / Temeswar / Temesvar			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII C(laudia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396334 | https://www.trismegistos.org/text/396334	45.7488716	21.2086793	http://www.trismegistos.org/place/36776		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00280b.jpg
EDCS-11200596	IDR-03-01, 00280c	Dacia	Timisoara / Temeswar / Temesvar			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396335 | https://www.trismegistos.org/text/396335	45.7488716	21.2086793	http://www.trismegistos.org/place/36776		
EDCS-11200597	IDR-03-01, 00280d	Dacia	Timisoara / Temeswar / Temesvar			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) C(uppis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396336 | https://www.trismegistos.org/text/396336	45.7488716	21.2086793	http://www.trismegistos.org/place/36776		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00280d_1.jpg;$IDR_03_01_00280d_2.jpg
EDCS-09300505	ILD 00499 = ILFPotaissa 00021 = AE 1976, 00574 = AE 1981, 00722	Dacia	Turda / Potaissa	185	270	milites; tituli sacri; tria nomina; viri	L(egio) V M(acedonica) P(ia) C(onstans?) // L(egio) VII C[l(audia) P(ia) F(idelis?)] / C(aius) Val(erius) Lu[3] / C(aius) Tib(erius) Cr[es]/cens co[m]/man<ip=UC>u/lis posu/erun/t	http://db.edcs.eu/epigr/partner.php?param=HD005743;T178387 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD005743 | https://www.trismegistos.org/text/178387	46.564676	23.7971063	http://www.trismegistos.org/place/30193		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$ILFPotaissa_00021.jpg
EDCS-11200415	IDR-03-01, 00107b	Dacia	Vrsac / Werschetz / Versec			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396201 | https://www.trismegistos.org/text/396201	45.1181926	21.2944883	http://www.trismegistos.org/place/29724		
EDCS-11200416	IDR-03-01, 00107c	Dacia	Vrsac / Werschetz / Versec			milites; sigilla impressa; tituli fabricationis	"[L]eg(io) VII Cl(audia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396202 | https://www.trismegistos.org/text/396202	45.1181926	21.2944883	http://www.trismegistos.org/place/29724		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00107c.jpg
EDCS-11200603	IDR-03-01, 00280j	Dacia	Vrsac / Werschetz / Versec			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396342 | https://www.trismegistos.org/text/396342	45.1181926	21.2944883	http://www.trismegistos.org/place/29724		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00280j_1.jpg;$IDR_03_01_00280j_2.jpg
EDCS-11200604	IDR-03-01, 00280k	Dacia	Vrsac / Werschetz / Versec			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396343 | https://www.trismegistos.org/text/396343	45.1181926	21.2944883	http://www.trismegistos.org/place/29724		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00280k_2.jpg
EDCS-11200605	IDR-03-01, 00280l	Dacia	Vrsac / Werschetz / Versec			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396344 | https://www.trismegistos.org/text/396344	45.1181926	21.2944883	http://www.trismegistos.org/place/29724		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00280l_1.jpg;$IDR_03_01_00280l_2.jpg
EDCS-11200606	IDR-03-01, 00280m	Dacia	Vrsac / Werschetz / Versec			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T396345 | https://www.trismegistos.org/text/396345	45.1181926	21.2944883	http://www.trismegistos.org/place/29724		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IDR_03_01_00280m_1.jpg;$IDR_03_01_00280m_2.jpg
EDCS-28400159	CIL 03, 02908 (p 1635, 2273) = D 02280 = IGLFriuli 00013 = Horster p 396	Dalmatia	Zadar / Iader	18	19	Augusti/Augustae; milites; ordo senatorius; tituli operum; tria nomina; viri	Ti(berius) Caesar divi Aug(usti) f(ilius) / Augustus imp(erator) pontif(ex) max(imus) / trib(unicia) potest(ate) XX co(n)s(ul) III / leg(io) VII leg(io) XI / P(ublio) Cornelio Dolabella / leg(ato) pr(o) pr(aetore)	http://db.edcs.eu/epigr/partner.php?param=CO0047944;HD032704;T182222;lu_21501;de_01dessuoft%23page/459/mode/2up | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD032704 | https://www.trismegistos.org/text/182222 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0047944	44.119371	15.2313648	http://www.trismegistos.org/place/28796		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-59900031	Glandes 00038	Etruria / Regio VII	Perugia / Perusia	-41	-40	milites; tituli possessionis	"[L(egio)] VII
material: plumbum"	http://db.edcs.eu/epigr/partner.php?param=N123391;T249150 | https://www.trismegistos.org/text/249150 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR123391&partId=1	43.1107168	12.3908279	http://www.trismegistos.org/place/11854		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-24900070	CIL 11, 06721,31 = ILLRP 01117a = Glandes 00037	Etruria / Regio VII	Trasimeno, Lago	-41	-40	milites; tituli possessionis	"L(egio) VII
material: lapis"	http://db.edcs.eu/epigr/partner.php?param=N123390;T249129 | https://www.trismegistos.org/text/249129 | http://www.edr-edr.it/edr_programmi/res_complex_comune.php?do=book&id_nr=EDR123390&partId=1	43.1295911	12.0946818	http://www.trismegistos.org/place/45433		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-66500135	Dolata-2014-05, 00001	Germania superior	Mainz / Mogontiacum			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T664826 | https://www.trismegistos.org/text/664826	49.9928617	8.2472526	http://www.trismegistos.org/place/3285		
EDCS-66500136	Dolata-2014-05, 00002	Germania superior	Mainz / Mogontiacum			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T664827 | https://www.trismegistos.org/text/664827	49.9928617	8.2472526	http://www.trismegistos.org/place/3285		
EDCS-66500137	Dolata-2014-05, 00003	Germania superior	Mainz / Mogontiacum			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T664828 | https://www.trismegistos.org/text/664828	49.9928617	8.2472526	http://www.trismegistos.org/place/3285		
EDCS-66500138	Dolata-2014-05, 00004	Germania superior	Mainz / Mogontiacum			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T664829 | https://www.trismegistos.org/text/664829	49.9928617	8.2472526	http://www.trismegistos.org/place/3285		
EDCS-66500139	Dolata-2014-05, 00005	Germania superior	Mainz / Mogontiacum			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T664830 | https://www.trismegistos.org/text/664830	49.9928617	8.2472526	http://www.trismegistos.org/place/3285		
EDCS-69300010	CIL 13, 12167,1	Germania superior	Rheinzabern / Tabernae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII
material: opus figlinae"		49.116328	8.2765169	http://www.trismegistos.org/place/28003		
EDCS-69300011	CIL 13, 12167,2	Germania superior	Rheinzabern / Tabernae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII
material: opus figlinae"		49.116328	8.2765169	http://www.trismegistos.org/place/28003		
EDCS-69300012	CIL 13, 12167,3	Germania superior	Rheinzabern / Tabernae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII
material: opus figlinae"		49.116328	8.2765169	http://www.trismegistos.org/place/28003		
EDCS-69300013	CIL 13, 12167,4	Germania superior	Rheinzabern / Tabernae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina)
material: opus figlinae"		49.116328	8.2765169	http://www.trismegistos.org/place/28003		
EDCS-69300014	CIL 13, 12167,5	Germania superior	Rheinzabern / Tabernae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina)
material: opus figlinae"		49.116328	8.2765169	http://www.trismegistos.org/place/28003		
EDCS-69300015	CIL 13, 12167,6	Germania superior	Rheinzabern / Tabernae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina)
material: opus figlinae"		49.116328	8.2765169	http://www.trismegistos.org/place/28003		
EDCS-69300016	CIL 13, 12167,7	Germania superior	Rheinzabern / Tabernae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina)
material: opus figlinae"		49.116328	8.2765169	http://www.trismegistos.org/place/28003		
EDCS-69300017	CIL 13, 12167,8	Germania superior	Rheinzabern / Tabernae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina)
material: opus figlinae"		49.116328	8.2765169	http://www.trismegistos.org/place/28003		
EDCS-64600515	HEp 2010, 00450	Hispania citerior	?			milites; tituli possessionis	L(egio) VII	http://db.edcs.eu/epigr/partner.php?param=A27274;T666258 | https://www.trismegistos.org/text/666258					http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74500225	Sevillano-2003, p 61	Hispania citerior	Astorga / Asturica Augusta			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A30975	42.4549303	-6.0532511	http://www.trismegistos.org/place/26831		
EDCS-14700526	AquaeFlaviae-1997, 00638	Hispania citerior	Bande Susaos / Aquae Querquennae / Aquae Flaviae				L(egio) VII [G(emina)] F(elix)	http://db.edcs.eu/epigr/partner.php?param=A7896;T227440 | https://www.trismegistos.org/text/227440	42.8799656	-7.393024	http://www.trismegistos.org/place/27579		
EDCS-74500406	BSEAA-1975-531a	Hispania citerior	Castrobol			milites; sigilla impressa; tituli fabricationis	"[Le]g(io) VII G[emina 3]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A30556	42.1373037	-5.3137491			
EDCS-14700535	AquaeFlaviae-1997, 00647	Hispania citerior	Chaves / Aquae Flaviae				Leg(io) VII G(emina) F(elix)	http://db.edcs.eu/epigr/partner.php?param=A7906;T227449 | https://www.trismegistos.org/text/227449	41.741781	-7.4731648	http://www.trismegistos.org/place/25467		
EDCS-74500208	AyC-1986-502	Hispania citerior	Gradefes	244	249	milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) Phil(ippiana)
material: opus figlinae"		42.6225001	-5.2300088	http://www.trismegistos.org/place/26854		
EDCS-74500207	BRAH-1987-470	Hispania citerior	Gradefes	244	249	milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) Phil(ippiana)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A30987	42.6225001	-5.2300088	http://www.trismegistos.org/place/26854		
EDCS-74300528	Gutierrez-1985, p 126a	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32153	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300529	Gutierrez-1985, p 126b	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32154	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300530	Gutierrez-1985, p 126c	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"Leg(io) V[II G(emina) F(elix)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32155	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300531	Gutierrez-1985, p 126d	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"Leg(io) V[II G(emina) F(elix)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32156	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300532	Gutierrez-1985, p 126e	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"Leg(io) V[II G(emina) F(elix)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32158	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300533	Gutierrez-1985, p 126f	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"[Leg(io) V]II G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32159	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300534	Gutierrez-1985, p 126g	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"[Leg(io) V]II G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32160	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300535	Gutierrez-1985, p 126h	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis; viri	"Leg(io) V[II G(emina) F(elix)] / C() F()
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32161	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300536	Gutierrez-1985, p 126i	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"Leg(io) [V[II G(emina) F(elix)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32162	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300537	Gutierrez-1985, p 126j	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32163	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300538	Gutierrez-1985, p 126k	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"[Leg(io) V]II G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32164	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
