EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Links	Latitude	Longitude	TM Place	language	photo
EDCS-74300539	Gutierrez-1985, p 126l	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) [F(elix)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32165	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300540	Gutierrez-1985, p 126m	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"[Leg(io)] VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32165	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74300541	Gutierrez-1985, p 126n	Hispania citerior	La Robla / Robla			milites; sigilla impressa; tituli fabricationis	"[Leg(io) VII] G(emina) [F(elix)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A32166	42.8029091	-5.6292227	http://www.trismegistos.org/place/26870		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-03700452	AE 1993, 01032	Hispania citerior	Leon / Legio / Legio VII Gemina			sigilla impressa; tituli fabricationis	"Leg(io) VII Ge(mina) Mas(culi)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A7306;HD052743;T227019 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD052743 | https://www.trismegistos.org/text/227019	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-03700453	AE 1993, 01033	Hispania citerior	Leon / Legio / Legio VII Gemina			sigilla impressa; tituli fabricationis	"Leg(io) VII Ge(mina) Sev(eri)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A7307;HD052744;T227020 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD052744 | https://www.trismegistos.org/text/227020	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-03700454	AE 1993, 01034	Hispania citerior	Leon / Legio / Legio VII Gemina			sigilla impressa; tituli fabricationis	"Leg(io) VII Ge(mina) Luci
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A7308;HD052745;T227021 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD052745 | https://www.trismegistos.org/text/227021	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-74500203	BRAH-1918-146,70	Hispania citerior	Leon / Legio / Legio VII Gemina	235	238	milites; sigilla impressa; tituli fabricationis	"[L(egio)] VI[I G(emina)] Max(imiana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31020	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-05502044	CIL 02, 02667a (p 708, 912) = CIL 02, 06252,01a	Hispania citerior	Leon / Legio / Legio VII Gemina			sigilla impressa; tituli fabricationis	"L(egio) VII Gem(ina) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A8482;T227992 | https://www.trismegistos.org/text/227992	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$CIL_02_02667.jpg
EDCS-05502045	CIL 02, 02667b (p 708, 912) = CIL 02, 06252,01e	Hispania citerior	Leon / Legio / Legio VII Gemina			sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A8483;CO0048364;T227993 | https://www.trismegistos.org/text/227993 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048364	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-05502046	CIL 02, 02667c (p 708, 912) = CIL 02, 06252,01g	Hispania citerior	Leon / Legio / Legio VII Gemina			sigilla impressa; tituli fabricationis	"Leg(io) VII Ge(mina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A8484;CO0048365;T227994 | https://www.trismegistos.org/text/227994 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048365	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-05502048	CIL 02, 02667e (p 708, 912) = CIL 02, 06252,01v	Hispania citerior	Leon / Legio / Legio VII Gemina	238	244	milites; sigilla impressa; tituli fabricationis	"L(egio) VII G(emina) Gor(diana) P(ia) F(elix) // L(egio) VII G(emina) Gor(diana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A8486;CO0048366;T227996 | https://www.trismegistos.org/text/227996 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048366	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$CIL_02_02667e.jpg;pp
EDCS-05502049	CIL 02, 02667f (p 708, 912) = CIL 02, 06252,01o	Hispania citerior	Leon / Legio / Legio VII Gemina			sigilla impressa; tituli fabricationis	"Leg(io) VII Ge(mina) Reb(urrus)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A8487;CO0048367;T227997 | https://www.trismegistos.org/text/227997 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048367	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-05502050	CIL 02, 02667g (p 708, 912)	Hispania citerior	Leon / Legio / Legio VII Gemina				Leg(io) VII G(emina) Fe(lix) / Meti C(a)ecili f(iglina)	http://db.edcs.eu/epigr/partner.php?param=A8488;T227998 | https://www.trismegistos.org/text/227998	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-05502051	CIL 02, 02667h (p 708, 912)	Hispania citerior	Leon / Legio / Legio VII Gemina				[L(egio)] VII Ge(mina) F(elix)	http://db.edcs.eu/epigr/partner.php?param=A8489;T227999 | https://www.trismegistos.org/text/227999	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-05502053	CIL 02, 02667k (p 708, 912)	Hispania citerior	Leon / Legio / Legio VII Gemina	222	235		[L(egio)] VII [G(emina) Ale]x(andriana) P(ia) F(elix)	http://db.edcs.eu/epigr/partner.php?param=A8491;T228001 | https://www.trismegistos.org/text/228001	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-05502054	CIL 02, 02667l (p 708, 912)	Hispania citerior	Leon / Legio / Legio VII Gemina				Leg(io) VII Ge(mina) F(elix)	http://db.edcs.eu/epigr/partner.php?param=A8492;T228002 | https://www.trismegistos.org/text/228002	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-74500197	Gomez-1925, p 47a	Hispania citerior	Leon / Legio / Legio VII Gemina	238	244	milites; sigilla impressa; tituli fabricationis	"L(egio) VII G(emina) Gor(diana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31014	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74500198	Gomez-1925, p 47b	Hispania citerior	Leon / Legio / Legio VII Gemina			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Gem(ina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31015	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-74500199	Gomez-1925, p 47c	Hispania citerior	Leon / Legio / Legio VII Gemina	211	222	milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) An(toniniana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31016	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-74500200	Gomez-1925, p 47d	Hispania citerior	Leon / Legio / Legio VII Gemina			milites; sigilla impressa; tituli fabricationis	"Le(gio) VII G(emina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31017	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-74500201	Gomez-1925, p 47e	Hispania citerior	Leon / Legio / Legio VII Gemina	244	249	milites; sigilla impressa; tituli fabricationis	"L(egio) VII G(emina) Phil(ippiana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31018	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-74500202	Gomez-1925, p 47f	Hispania citerior	Leon / Legio / Legio VII Gemina	98	117	milites; sigilla impressa; tituli fabricationis	"[L(egio) VII] G(emina) Tra(iana)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31019	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-44100107	HEp 2006, 00240 = AE 2006, 00667	Hispania citerior	Leon / Legio / Legio VII Gemina			milites; tituli possessionis; tria nomina; viri	Leg(io) VII // G(emina) F(elix) // Val(eri) // Pa()	http://db.edcs.eu/epigr/partner.php?param=A27613;T376482 | https://www.trismegistos.org/text/376482	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-74500204	Museos-1984-83	Hispania citerior	Leon / Legio / Legio VII Gemina	238	244	milites; sigilla impressa; tituli fabricationis	"L(egio) VII G(emina) Gor(diana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31021	42.5987173	-5.5670839	http://www.trismegistos.org/place/26856		
EDCS-32602165	CIL 02, 06252,01aa (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Le<g=C>(io) VII C[l(audia)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374015 | https://www.trismegistos.org/text/374015	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602146	CIL 02, 06252,01b (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Leg(io) VII Gem(ina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374016 | https://www.trismegistos.org/text/374016	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602147	CIL 02, 06252,01c (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Leg(io) VII Gem(ina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374018 | https://www.trismegistos.org/text/374018	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602148	CIL 02, 06252,01d (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Leg(io) VII Ge(mina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374020 | https://www.trismegistos.org/text/374020	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602150	CIL 02, 06252,01i (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374022 | https://www.trismegistos.org/text/374022	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602151	CIL 02, 06252,01k (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Le(gio) VII G(emina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374023 | https://www.trismegistos.org/text/374023	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602152	CIL 02, 06252,01l (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Le(gio) VII G(emina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374024 | https://www.trismegistos.org/text/374024	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602153	CIL 02, 06252,01m (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"L(egio) VII <G=C>(emina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374025 | https://www.trismegistos.org/text/374025	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602154	CIL 02, 06252,01n (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Leg(io) VII Gem(ina) F(elix) / Meti C(a)ecili
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374026 | https://www.trismegistos.org/text/374026	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602155	CIL 02, 06252,01p (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) An(toniniana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374027 | https://www.trismegistos.org/text/374027	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602156	CIL 02, 06252,01q (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"L(egio) VII <G=C>(emina) A(ntoniniana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374028 | https://www.trismegistos.org/text/374028	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602157	CIL 02, 06252,01r (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"[L(egio)] VI[I G(emina)] Max(imiana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374029 | https://www.trismegistos.org/text/374029	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602158	CIL 02, 06252,01s (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"[Leg(io)] VII [G(emina) Ma]x(imiana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374030 | https://www.trismegistos.org/text/374030	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602161	CIL 02, 06252,01w (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"L(egio) VII G(emina) Gor(diana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374033 | https://www.trismegistos.org/text/374033	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-32602162	CIL 02, 06252,01x (p 708, 812)	Hispania citerior	Madrid / Matrice			sigilla impressa; tituli fabricationis	"L(egio) VII G(emina) Phil(ippiana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T374034 | https://www.trismegistos.org/text/374034	40.4167754	-3.7037902	http://www.trismegistos.org/place/14131		
EDCS-13301344	IRG-04, 00136	Hispania citerior	Ourense / Orense / Aurium				Leg(io) VII G(emina) F(elix)	http://db.edcs.eu/epigr/partner.php?param=A16734;T235654 | https://www.trismegistos.org/text/235654	42.3436415	-7.8674242	http://www.trismegistos.org/place/27611		
EDCS-74500188	Gomez-1925, p 66d	Hispania citerior	Quintana del Marco			milites; sigilla impressa; tituli fabricationis	"Legio VII
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31040	42.2068082	-5.849891	http://www.trismegistos.org/place/26866		
EDCS-06900010	CIRPZamora 00155 = AE 1997, 00868 = AE 2002, +00782	Hispania citerior	Rosinos de Vidriales / Ciudadeja o Sansuena / Petavonium	69	96	sigilla impressa; tituli fabricationis	"L(egio) VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A7453;HD049414;T227126 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD049414 | https://www.trismegistos.org/text/227126	42.0898693	-5.9812748	http://www.trismegistos.org/place/27046		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-34900885	CIRPZamora 00156	Hispania citerior	Rosinos de Vidriales / Ciudadeja o Sansuena / Petavonium			milites; sigilla impressa; tituli fabricationis	"[Leg(io?)] VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A30363;T374711 | https://www.trismegistos.org/text/374711	42.0898693	-5.9812748	http://www.trismegistos.org/place/27046		
EDCS-74500189	MusEspAnt-1872-467	Hispania citerior	San Andres del Rabanedo / Legio / Legio VII Gemina	238	244	milites; sigilla impressa; tituli fabricationis	"L(egio) VII G(emina) Gor(diana) P(ia) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31041	42.6112327	-5.6168662	http://www.trismegistos.org/place/26872		
EDCS-38800074	EE-09, 00422,1b	Hispania citerior	San Miguel de Escalada			sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) Phil(ippiana)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T375075 | https://www.trismegistos.org/text/375075	42.5712527	-5.3028994	http://www.trismegistos.org/place/39996		
EDCS-74500124	Gomez-1925, p 82	Hispania citerior	Villaturiel			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII G(emina) F(elix)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=A31081	42.5184664	-5.4863015	http://www.trismegistos.org/place/26895		
EDCS-34900117	EE-08-02, 00027 = ERAEmerita 00134	Lusitania	Merida / Emerita			tituli sepulcrales	] / [le]g(io) VII Gem(ina) Fe[l(ix)] / [h(ic) s(itus)] e(st) s(it) t(ibi) [t(erra) l(evis)] / M(arcus) Le[3]us / [3]VR[	http://db.edcs.eu/epigr/partner.php?param=CO0045285;T379221 | https://www.trismegistos.org/text/379221 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0045285	38.9191439	-6.3408055	http://www.trismegistos.org/place/19894		
EDCS-32500091	CIL 03, 14597,2	Moesia inferior	Silistra / Silistria / Durostorum			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411629 | https://www.trismegistos.org/text/411629	44.1147271	27.2671901	http://www.trismegistos.org/place/29831		
EDCS-09300539	AE 1976, 00589a	Moesia superior	?	284	305	milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) C(uppis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD012510;T192686 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD012510 | https://www.trismegistos.org/text/192686					
EDCS-71300228	AE 2014, 01098,01	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300229	AE 2014, 01098,02	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300230	AE 2014, 01098,03	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300231	AE 2014, 01098,04	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300232	AE 2014, 01098,05	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300233	AE 2014, 01098,06	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300234	AE 2014, 01098,07	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300235	AE 2014, 01098,08	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300236	AE 2014, 01098,09	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300237	AE 2014, 01098,10	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-71300238	AE 2014, 01098,11	Moesia superior	Archar / Arcar / Ratiaria			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"		43.8107433	22.9191103	http://www.trismegistos.org/place/29790		
EDCS-31400156	CIL 03, 12675	Moesia superior	Kaliste / Municipium			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411957 | https://www.trismegistos.org/text/411957	44.5132675	21.3169104	http://www.trismegistos.org/place/29646		
EDCS-16700326	AE 1903, 00295	Moesia superior	Kostolac / Kostolatz / Viminacium	101	300	milites; nomen singulare; ordo equester; sigilla impressa; tituli fabricationis; viri	"[Leg(io) V]II Cl(audia) s(ub) c(ura) Victorini p(rae)p(ositi)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD031485;T192902 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD031485 | https://www.trismegistos.org/text/192902	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-16700327	AE 1903, 00296	Moesia superior	Kostolac / Kostolatz / Viminacium	101	300	milites; nomen singulare; ordo equester; sigilla impressa; tituli fabricationis; viri	"L(egio) VII s(ub) c(ura) Ursac(i) p(rae)f(ecti) Argutio
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD031488;T192903 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD031488 | https://www.trismegistos.org/text/192903	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-16600414	AE 1905, 00160	Moesia superior	Kostolac / Kostolatz / Viminacium	56	300	milites; nomen singulare; ordo senatorius; sigilla impressa; tituli fabricationis; viri	"Leg(io) VII Cl(audia) su(b) c(ura) Victori(ni) p(rae)p(ositi) EB
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD030492;T192881 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD030492 | https://www.trismegistos.org/text/192881	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-16600415	AE 1905, 00161	Moesia superior	Kostolac / Kostolatz / Viminacium	151	300	milites; nomen singulare; ordo senatorius; sigilla impressa; tituli fabricationis; viri	"L(egio) VII C(laudia) s(ub) Vi[ct]orini p(rae)p(ositi) F(lavius) Vi[tali]anus
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD030495;T192882 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD030495 | https://www.trismegistos.org/text/192882	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-27400534	CIL 03, 01700,1a (p 1470)	Moesia superior	Kostolac / Kostolatz / Viminacium			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411906 | https://www.trismegistos.org/text/411906	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-27400535	CIL 03, 01700,2 (p 1470)	Moesia superior	Kostolac / Kostolatz / Viminacium			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl[audia]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411907 | https://www.trismegistos.org/text/411907	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-30600092	CIL 03, 06324a	Moesia superior	Kostolac / Kostolatz / Viminacium			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411912 | https://www.trismegistos.org/text/411912	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-31400612	CIL 03, 08275,3b	Moesia superior	Kostolac / Kostolatz / Viminacium			milites; nomen singulare; ordo equester; sigilla impressa; tituli fabricationis; viri	"Leg(io) VII Cl(audia) s(ub) c(ura) / Adventini p(rae)f(ecti)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=CO0048298;T411936 | https://www.trismegistos.org/text/411936 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048298	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-31400613	CIL 03, 08275,4b	Moesia superior	Kostolac / Kostolatz / Viminacium			milites; nomen singulare; sigilla impressa; tituli fabricationis; viri	"Leg(io) VII Clau(dia) / s(ub) c(ura) Mucatr(a)e p(rae)p(ositi)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=CO0048299;T411937 | https://www.trismegistos.org/text/411937 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048299	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-31400614	CIL 03, 08275,5	Moesia superior	Kostolac / Kostolatz / Viminacium			milites; nomen singulare; ordo equester; sigilla impressa; tituli fabricationis; viri	"L(egio) VII Cl(audia) s(ub) c(ura) Euf() p(rae)f(ecti?) Bessio
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=CO0048300;T411938 | https://www.trismegistos.org/text/411938 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048300	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-31400615	CIL 03, 08275,6	Moesia superior	Kostolac / Kostolatz / Viminacium			milites; nomen singulare; ordo equester; sigilla impressa; tituli fabricationis; viri	"L(egio) VII Cl(audia) s(ub) c(ura) Euf() p(rae)f(ecti?) Silvanu[s]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=CO0048301;T411939 | https://www.trismegistos.org/text/411939 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048301	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		
EDCS-30200713	CIL 03, 14506 = IMS-02, 00038 = AE 1901, 00011 = AE 2012, +01249	Moesia superior	Kostolac / Kostolatz / Viminacium	284	305	Augusti/Augustae; milites; tituli sacri; viri	[Ne]ptun[o] / Conservat[or(i)] / [A]ugg(ustorum) et Cae[ss(arum)] / [l]eg(io) VII Cl(audia) d(evota) N(umini) / ma(iestati)q(ue) eoru[m]	http://db.edcs.eu/epigr/partner.php?param=HD032313;T192931 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD032313 | https://www.trismegistos.org/text/192931	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IMS_02_00038.jpg
EDCS-11201664	IMS-02, 00231	Moesia superior	Kostolac / Kostolatz / Viminacium			milites	Leg(io) VII Cl(audia)	http://db.edcs.eu/epigr/partner.php?param=T412024 | https://www.trismegistos.org/text/412024	44.7220401	21.1751145	http://www.trismegistos.org/place/29645		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IMS_02_00231.jpg
