EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Links	Latitude	Longitude	TM Place	language	photo
													
													
EDCS-24600965	"CIL 11, 00021 (p 1227) = CIL 03, *00173a (p 36*, 2328, 114) = CIL 03, 14244,1 = Legio-VII 00028"	Dalmatia	Salona	42	100	milites; tituli sepulcrales; tria nomina; viri	T(itus) Curtiacus / T(iti) f(ilius) Lem(onia) Bon(onia) / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD062044 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD062044					
EDCS-28600125	"CIL 03, 03162a (p 1650) = CIL 05, *00333 = CIL 11, *00123a4 = Legio-VII 00003"	Dalmatia	?	42	100	milites; mulieres; tituli sepulcrales; tria nomina; viri	M(arco) Antonio Celeri / eq(uiti) leg(ionis) VII C(laudiae) P(iae) F(idelis) Iulia / Maxsima(!) heres fecit / sibi et coniugi caro suo st(ipendiorum) XXX / [in] f(ronte) p(edes) XII in ag(ro) (!) XVII	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil-05/CIL05_fva_p30;CO0102746;HD062298 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD062298 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0102746					http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$CIL_03_03162a.jpg
EDCS-55300299	Legio-VII 00076	Dalmatia	?			milites; tituli sepulcrales; viri	] / mil(es) leg(ionis) V[II 3] / an(n)or(um) XXIV stip(endiorum) / V h(ic) s(itus) e(st) / frater pos(u)it						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00076.jpg
EDCS-55300300	Legio-VII 00100	Dalmatia	?			sigilla impressa; tituli fabricationis	"Leg(ionis) VII [C(laudiae) P(iae) F(idelis)]
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00100.jpg
EDCS-55300301	Legio-VII 00101	Dalmatia	?			sigilla impressa; tituli fabricationis	"[Leg(ionis)] VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00101.jpg
EDCS-55300302	Legio-VII 00102	Dalmatia	?			sigilla impressa; tituli fabricationis	"[L]eg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00102.jpg
EDCS-55300303	Legio-VII 00103	Dalmatia	?			sigilla impressa; tituli fabricationis	"[L]eg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00103.jpg
EDCS-55300304	Legio-VII 00104	Dalmatia	?			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00104.jpg
EDCS-55300305	Legio-VII 00105	Dalmatia	?			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00105.jpg
EDCS-55300306	Legio-VII 00106	Dalmatia	?			sigilla impressa; tituli fabricationis	"[Leg(ionis)] VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00106.jpg
EDCS-20601174	"Legio-VII 00031 = AE 2000, 01174"	Dalmatia	Bigeste	1	100	milites; praenomen et nomen; tituli sepulcrales; viri	C(aius) Licinius C(ai) f(ilius) / Fab(ia) dom(o) Sinope / vete(ranus) leg(ionis) VII an(norum) L / stip(endiorum) XXVII / h(ic) s(itus) e(st) / heredes posuer(unt)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039805;lu_21455 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD039805	43.182222	17.528889			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00031.jpg
EDCS-20601176	"Legio-VII 00074 = AE 2000, 01176"	Dalmatia	Bigeste	1	300	liberti/libertae; milites; tituli sepulcrales; tria nomina; viri	]elius Ma[3] / [3]p domo R[3] / [3 ve]t(eranus) leg(ionis) VII / [3 st]ip(endiorum) XXVIIII / [an]n(orum) LXII fili[o] / [eius e]t patrono v(otum) / [p]osuit [et] matri	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039810 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD039810	43.182222	17.528889			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00074.jpg
EDCS-28300058	"CIL 03, 02733 = ZPE-7-85 = Legio-VII 00073 = AE 1977, 00613"	Dalmatia	Citluk / Aequum	42	100	milites; ordo decurionum; tituli sepulcrales; tria nomina; viri	Sex(tus) Iu[lius Sex(ti) f(ilius)] / Ani(ensi) Silva[nus Foro Iulii] / summus c[urat(or) c(ivium) R(omanorum) prov(inciae) Dalm(atiae)] / suffragio [eorum factus vet(eranus?)] / leg(ionis) VII C(laudiae) P(iae) F(idelis) aed[ilis col(oniae) Claudiae Aequi ab] / ordine primus [post col(oniam) ded(uctam) creatus] / IIIIvir i(ure) d(icundo) pont(ifex) [in col(onia?) Salona(?) 3] / in ag[ro] p(edes) [3] / h(oc) s(epulcrum) h(eredem) [n(on) s(equetur)]	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0020733;HD005641 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD005641 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0020733	43.7425382	16.6534966			
EDCS-30100427	"CIL 03, 09761 (p 1475) = Legio-VII 00062"	Dalmatia	Citluk / Aequum	42	150	liberti/libertae; milites; tria nomina; viri	M(arcus) Varenus / M(arci) f(ilius) Vol(tinia) Valens ve/ter(anus) leg(ionis) VII C(laudiae) P(iae) F(idelis) t(estamento) f(ieri) i(ussit) / arbitratu M(arci) Vare/ni Secundi liberti idem/que heredis	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061959 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD061959	43.7425382	16.6534966			
EDCS-32700500	"CIL 03, 14946 (p 2328,114) = Legio-VII 00044 = AE 1900, 00139"	Dalmatia	Citluk / Aequum	42	100	liberti/libertae; milites; mulieres; tituli sepulcrales; tria nomina; viri	C(aius) Octavius / C(ai) f(ilius) Fabia Vital[i]s / domo Brixiae / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) / testamento f(ieri) i(ussit) / arbitratu Octavi/ae Secundaes(!) lib(ertae) / suae	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD028366 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD028366	43.7425382	16.6534966			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00044.jpg
EDCS-55300311	Legio-VII 00111	Dalmatia	Citluk / Aequum			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"		43.7425382	16.6534966			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00111.jpg
EDCS-55300312	Legio-VII 00113	Dalmatia	Citluk / Aequum			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"		43.7425382	16.6534966			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00113.jpg
EDCS-28300101	"CIL 03, 02772 = Legio-VII 00049"	Dalmatia	Danilo Gornje / Rider	42	150	milites; tituli sepulcrales; tria nomina; viri	Q(uinto) Petro/nio Vale/nti militiav(it) / leg(ione) VII <C=G>(laudia) P(ia) F(ideli) / h(ic) s(itus) e(st)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD062405 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD062405	43.706309	16.0292749			
EDCS-30301451	"CIL 03, 09939 (p 1475) = Legio-VII 00037 = AE 1890, 00051"	Dalmatia	Dobropoljci	31	100	milites; praenomen et nomen; tituli sepulcrales; viri	Q(uintus) Magius / C(ai) f(ilius) Publ(ilia) dom(o) / Verona vetera(nus) / leg(ionis) VII annoru(m) / L stipend(iorum) XXV / t(estamento) f(ieri) i(ussit) h(ic) [s(itus)] e(st)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058032 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058032	43.9936545	15.8108052			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00037.jpg
EDCS-29900022	"CIL 03, 12794 (p 2328,114) = D 05952 = Legio-VII 00098 = Grbic 00034 = AE 1891, 00017"	Dalmatia	Dubrava / Diluntum	41	54	Augusti/Augustae; milites; nomen singulare; ordo senatorius; termini; tria nomina; viri	"[3 i]nter Ner[a]/[sti]nos et Pitunti/nos termini r[ec]/[o]gniti et restitu[ti] a / [P]isone leg(ato) pro pr(a)etore / [Ti(beri)] Claudi Caesaris [Aug(usti)] / Germanici per C(aium) Ma[r]/ium Maternum |(centurionem) leg(ionis) / VII C(laudiae) P(iae) F(idelis) quos L(ucius) Volus/[ius Saturninus
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0044129;HD053585;de_21dessuoft%23page/467/mode/2up | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD053585 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0044129	43.078729	17.958448			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00098.jpg
EDCS-00380801	"Legio-VII 00021 = AE 1994, 01355"	Dalmatia	Dugopolje / Salona	1	42	milites; praenomen et nomen; tituli sepulcrales; viri	C(aius) Iulius C(ai) f(ilius) / Vel(ina) domo / Pessinunte / vet(eranus) leg(ionis) VII / ann(orum) XLV stip(endiorum) XXV / h(ic) s(itus) e(st) / C(aius) Mummius p(osuit)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039996 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD039996	43.5825155	16.5954344			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00021.jpg
EDCS-28300035	"CIL 03, 02709 (p 2328,154) = D 02252 = Legio-VII 00002"	Dalmatia	Gardun / Tilurium	9	42	milites; praenomen et nomen; tituli sepulcrales; viri	"T(itus) Ancharenus / T(iti) f(ilius) Ser(gia) / dom(o) Laranda / mil(es) leg(ionis) VII an(norum) / XLIV stip(endiorum) XXIII / h(ic) s(itus) e(st)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0072036;HD058869;lu_21433;de_01dessuoft%23page/455/mode/2up | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058869 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0072036	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$PF_CIL_03_02709.jpg;$D_02252.jpg;$Legio-VII_00002.jpg;pp
EDCS-28300036	"CIL 03, 02710 = CIL 03, 09726 = D 02253 = Legio-VII 00012"	Dalmatia	Gardun / Tilurium	1	40	milites; tituli sepulcrales; tria nomina; viri	"Cn(aeus) Domiti/us Cn(aei) f(ilius) Vel(ina) / Pessinunte / an(norum) XLIV stip(endiorum) / XXV veteran(us) / ex leg(ione) VII h(ic) s(itus) e(st) / testamento / fieri iussit
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0072037;HD058819;de_01dessuoft%23page/455/mode/2up | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058819 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0072037	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$D_02253_1.jpg;$D_02253_2.jpg;$Legio-VII_00012_1.jpg;$Legio-VII_00012_2.jpg
EDCS-28300040	"CIL 03, 02714 (p 1475) = CIL 03, 09736 = Legio-VII 00022"	Dalmatia	Gardun / Tilurium	9	56	milites; praenomen et nomen; tituli sepulcrales; viri	C(aius) Iulius C(ai) f(ilius) / V(o)ltinia Clistin/na mil(es) leg(ionis) VII / ann(orum) XL stip(endiorum) XIIX / h(ic) s(itus) e(st)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058848 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058848	43.6099573	16.7139587			
EDCS-28300041	"CIL 03, 02715 = Legio-VII 00024"	Dalmatia	Gardun / Tilurium	42	100	milites; praenomen et nomen; tituli sepulcrales; viri	M(arcus) Iulius M(arci) f(ilius) / Trernahensis / miles leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) XXXXV stip(endiorum) XX / M(arcus) A<rr=II>untius frater <et=N> / [he]r<e=I>] po<s=I>ui<t=I> / h(ic) s(itus) e(st)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD062415 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD062415	43.6099573	16.7139587			
EDCS-28300042	"CIL 03, 02716 (p 1610, 2269) = Legio-VII 00046"	Dalmatia	Gardun / Tilurium	9	56	milites; praenomen et nomen; tituli sepulcrales; viri	Q(uintus) Oppius Q(uinti) f(ilius) / Pol(lia) Foro Corne(lii) / signifer leg(ionis) VII / ann(orum) XXX stip(endiorum) VIII / h(ic) s(itus) e(st) heres pos(ui)t	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0102496;HD058789 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058789 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0102496	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00046.jpg
EDCS-24400345	"CIL 03, 02717 = CIL 03, 09728 = Philippi 00708 = Legio-VII 00061 = CIPh-02-01, p 398"	Dalmatia	Gardun / Tilurium	9	56	milites; praenomen et nomen; tituli sepulcrales	L(ucius) Valerius L(uci) f(ilius) Volt(inia) / domo Philippis / mil(es) leg(ionis) VII ann(orum) XXXV / stip(endiorum) XV h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=E708;HD051028 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD051028	43.6099573	16.7139587			
EDCS-30100403	"CIL 03, 09733 (p 1475) = CLE 00077 = Legio-VII 00008"	Dalmatia	Gardun / Tilurium	9	56	carmina; milites; tituli operum; tituli sepulcrales; tria nomina; viri	"Q(uintus) Baebius Q(uinti) f(ilius) Serg(ia) Conan(is) / miles leg(ionis) VII ann(orum) XXXXV / stip(endiorum) XX h(ic) s(itus) e(st) / quamvis lasse viator rogo ne graveris et / tumulum contempla meum lege et moraris iam / aliquid resciveris dum vixi hilaris iucundus amicis / nunc to[rpen]s iaceo hic o[ssa req]u[ies]cunt mea natus / sum C<o=A>n<a=O>nis conditu(s) in Ill<y=U>rico vale et bene / facito vitae dum fatum venit / frater fratri
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0042757;HD058840;m|ce|0077 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058840 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0042757	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00008.jpg;$PF_CIL_03_09733.jpg
EDCS-30100404	"CIL 03, 09734 (p 1475, 2269) = ILJug-01, 00146 = Legio-VII 00026"	Dalmatia	Gardun / Tilurium	9	56	milites; nomen singulare; praenomen et nomen; tituli sepulcrales; viri	"L(ucius) Cornelius L(uci) f(ilius) / Fab(ia) Heraclea / mil(es) leg(ionis) VII ann(orum) / XXXIII stip(endiorum) XII t(estamento) f(ieri) i(ussit) / Secundus h(eres) p(osuit) / h(ic) s(itus) e(st)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0103669;HD058787 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058787 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0103669	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00026.jpg;$PF_CIL_03_09734.jpg
EDCS-30100406	"CIL 03, 09737 (p 1475) = Legio-VII 00034"	Dalmatia	Gardun / Tilurium	1	42	milites; praenomen et nomen; tituli sepulcrales; viri	"C(aius) Longinus C(ai) f(ilius) / Cor(nelia) Amblada / mil(es) leg(ionis) VII an(norum) XL / stip(endiorum) XXI h(ic) s(itus) e(st) / frater fratri
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0103670;HD054439 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD054439 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0103670	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00034.jpg;$PF_CIL_03_09737.jpg
EDCS-30100409	"CIL 03, 09741 (p 1475) = Legio-VII 00068"	Dalmatia	Gardun / Tilurium	9	56	milites; praenomen et nomen; tituli sepulcrales; viri	M(arcus) Vibius M(arci) f(ilius) / Aem(ilia) D<y=U>rra(chio) / mil(es) leg(ionis) VII / ann(orum) XXX stip(endiorum) VII / h(ic) s(itus) e(st) / [3]lius h(eres) p(osuit)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058854 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058854	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00068.jpg
EDCS-30100410	"CIL 03, 09742 (p 1475) = Legio-VII 00071"	Dalmatia	Gardun / Tilurium	9	56	milites; tituli sepulcrales; viri	] / C[3 P]ol(lia) Aese / mil(es) leg(ionis) VII / ann(orum) XXX / stip(endiorum) VII h(ic) s(itus) e(st)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058855 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058855	43.6099573	16.7139587			
EDCS-31900029	"CIL 03, 13976 (p 2328,154) = Legio-VII 00025 = AE 2007, 01104"	Dalmatia	Gardun / Tilurium	42	100	milites; praenomen et nomen; tituli sepulcrales; viri	"Sex(tus) Clodius / C(ai) f(ilius) Pub(lilia) Verona / mil(es) l[eg(ionis)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058783 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058783	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00025.jpg;$PF_CIL_03_13976.jpg
EDCS-31900031	"CIL 03, 13978 = Legio-VII 00047"	Dalmatia	Gardun / Tilurium	9	42	milites; tituli sepulcrales; viri	C(aius) Parp[3] Fab(ia?) / [1]ARE[2]C[1]X / annorum XLV / stipendior(um) XVI / N[	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061690;lu_21470 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD061690	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00047.jpg;pp
EDCS-30200431	"CIL 03, 14931 (p 2328,114) = Legio-VII 00029 = AE 1897, 00105"	Dalmatia	Gardun / Tilurium	9	56	milites; nomen singulare; tituli sepulcrales; viri	"C(aius) Lartinius / C(ai) f(ilius) Pol(lia) domo / Foro Corneli / miles leg(ionis) VII / ann(orum) XXXIV / stip(endiorum) XVI h(ic) s(itus) e(st) / heredes posuer(unt)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD022811 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD022811	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00029.jpg;$PF_CIL_03_14931.jpg
EDCS-16900021	"CIL 03, 14932 (p 2328,114) = Legio-VII 00039 = AE 1900, 00046"	Dalmatia	Gardun / Tilurium	9	42	milites; nomen singulare; tituli sepulcrales; tria nomina; viri	"Q(uintus) Marcius / Q(uinti) f(ilius) Cor(nelia) Bassus / dom(o) Benevento / [m]il(es) leg(ionis) VII an(norum) / [3] stip(endiorum) XVII / [h(ic) s(itus)] e(st) t(estamento) f(ieri) i(ussit) / [ex arb]itratu / [M]aximi
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD028177 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD028177	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00039.jpg;$PF_CIL_03_14932.jpg
EDCS-24400350	"CIL 03, 14933 = Philippi 00709 = Legio-VII 00048 = CIPh-02-01, p 402"	Dalmatia	Gardun / Tilurium	1	150	milites; tituli sepulcrales; viri	"M(arcus) Percenni[us 3] / Voltinia Ph[ilippis] / [3 l]eg(ionis) [
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=E709;HD051029 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD051029	43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00048.jpg
EDCS-55300313	Legio-VII 00112	Dalmatia	Gardun / Tilurium			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"		43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00112.jpg
EDCS-55300314	Legio-VII 00114	Dalmatia	Gardun / Tilurium			sigilla impressa; tituli fabricationis	"[L]eg(ionis) VII [C(laudiae) P(iae) F(idelis)]
material: opus figlinae"		43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00114.jpg
EDCS-55300315	Legio-VII 00115	Dalmatia	Gardun / Tilurium			sigilla impressa; tituli fabricationis	"[Leg(ionis)] VII C(laudiae) [P(iae) F(idelis)]
material: opus figlinae"		43.6099573	16.7139587			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00115.jpg
EDCS-32700505	"CIL 03, 14951 (p 2328,114) = Legio-VII 00090"	Dalmatia	Gornji Muc / Andetrium	42	100	milites; tituli sacri; tria nomina; viri	] / Nymp[his] / sacr[um] / [1] Iulius [3]/us |(centurio) l[eg(ionis)] / [VII] C(laudiae) P(iae) [F(idelis)] / [cu]m Pri[	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0048732;HD060571 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD060571 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0048732	43.6871481	16.4940794			
EDCS-10100908	"ILJug-03, 01968 = Legio-VII 00054 = AE 1940, 00177 = AE 1941, 00055"	Dalmatia	Gornji Muc / Andetrium	171	230	liberti/libertae; milites; mulieres; nomen singulare; tituli sepulcrales; tria nomina; viri	"D(is) M(anibus) / L(ucio) Septimio / Gratiano / mil(iti) leg(ionis) / VII Cl(audiae) exac/to co(n)s(ularis) v[i]/xit ann(os) XXII[II] / d(ies) XI Genia/lis Aug(usti) n(ostri) lib(ertus) / et Apuleia / Salvia filio / karissimo / pos(uerunt)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0086317;HD021072 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD021072 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0086317	43.6871481	16.4940794			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00054.jpg;$PF_AE_1941_00055.jpg
EDCS-10100864	"ILJug-03, 01920 = Legio-VII 00032"	Dalmatia	Hardomilje / Bigeste	1	42	milites; tituli sepulcrales; tria nomina; viri	"M(arcus) Livius M(arci) / f(ilius) Pal(atina) dom(o) / Aloro ve/teranus / leg(ionis) VII an(norum) / L stip(endiorum) XXVI / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0118173;HD034239 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD034239 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0118173	43.1575578	17.5493918			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00032_1.jpg;$Legio-VII_00032_2.jpg;pp
EDCS-10100865	"ILJug-03, 01921 = Legio-VII 00063"	Dalmatia	Hardomilje / Bigeste	1	42	praenomen et nomen; tituli sepulcrales; viri	"T(itus) Varius T(iti) f(ilius) / Vel(ina) domo / Pessinunte / vet(eranus) leg(ionis) VII / an(norum) L sti(pendiorum) XXIX / h(ic) s(itus) e(st) her(es) pos(uit)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034241 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD034241	43.1575578	17.5493918			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00063_1.jpg;$Legio-VII_00063_2.jpg
EDCS-30101161	"Legio-VII 00060 = AE 2003, 01330"	Dalmatia	Hardomilje / Bigeste	21	30	milites; praenomen et nomen; tituli sepulcrales; tria nomina; viri	"Q(uintus) Valerius / Q(uinti) f(ilius) Qui(rina) dom(o) / Icon(io) vet(eranus) leg(ionis) / VII an(norum) LV stip(endiorum) / XXVIII h(ic) s(itus) e(st) / Q(uintus) Portorius et Q(uintus) Va/lerius Anteros posuer(unt)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD045055;lu_21481 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD045055	43.1575578	17.5493918			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00060.jpg
EDCS-51400004	"Legio-VII 00066 = AE 2008, 01058"	Dalmatia	Hrvace	1	50	liberti/libertae; milites; mulieres; tituli sepulcrales; tria nomina; viri	"L(ucius) Vettius M(arci) [f(ilius)] / Maec(ia) Secun[dus] / Libarn[a] vet(eranus) le[g(ionis)] / VII vivus [f]ecit si[bi] / et Vettiae L(uci) f(iliae) Ver[ae] / et Vettiae L(uci) l(ibertae) S[3]
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065033 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD065033	43.7559711	16.6189503			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00066.jpg
EDCS-31900307	"CIL 03, 08493 (p 1475) = Legio-VII 00055"	Dalmatia	Humac / Bigeste	9	70	milites; tituli sepulcrales; viri	"M(arcus) Sosius M(arci) f(ilius) / Fab(ia) Sebasto/[poli 3 leg(ionis)] VII / [
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0101732;HD058391 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058391 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0101732	43.1878539	17.5296549			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00055.jpg
EDCS-10000684	"ILJug-02, 00670 = Legio-VII 00058"	Dalmatia	Humac / Bigeste	31	130	liberti/libertae; milites; mulieres; tituli sepulcrales; tria nomina; viri	P[3]a / at[3] fa/to rapta h(ic) s(ita) e(st) / C(aius) Valerius C(ai) f(ilius) Den/to veter(anus) leg(ionis) VII lib(ertae) / suae posuit	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034084;lu_21479 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD034084	43.1878539	17.5296549			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00058.jpg
