EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Links	Latitude	Longitude	TM Place	language	photo
EDCS-32700567	"CIL 03, 14992 (p 2328,114) = Legio-VII 00079 = ZPE-197-269"	Dalmatia	Ivosevci / Burnum	1	150	milites; tituli sepulcrales; viri	Ant]onius / [3] Vienn[a 3] / [3 l]eg(ionis) VII[I Aug(ustae)] / [3] sti[p(endiorum)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061333;CO0104603;lu_21523 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD061333 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0104603	44.0160408	16.0072244			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=pp
EDCS-28400134	"CIL 03, 02882 = Legio-VII 00094"	Dalmatia	Karin Gornji / Corinium	37	41	Augusti/Augustae; milites; ordo senatorius; termini; tria nomina	"L[3] / [3]nus Laco / [cent(urio?)] leg(ionis) VII iudex / [3 datu]s ex convent/[ione eo]r(um) ab L(ucio) Volu[sio] / Saturnino le[g(ato)] / [p]ro pr(aetore) C(ai) Caesari[s] / [A]ugusti Germ[a]/[ni]ci inter Ned[i]/[tas et
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0116263;HD053670 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD053670 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0116263	44.1358546	15.6335444			
EDCS-28400137	"CIL 03, 02885 = Legio-VII 00023"	Dalmatia	Karin Gornji / Corinium	42	100	milites; mulieres; nomen singulare; tituli sepulcrales; tria nomina; viri	C(aio) Iulio C(ai) f(ilio) / [Se]r(gia) [Agr]ippae / [3] leg(ionis) VII (!) P(iae) F(idelis) / |(centuria) Agrip[p]ae p(atris?) / Avita mari/to Agrippi[na] / patri	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD060048 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD060048	44.1358546	15.6335444			
EDCS-30301487	"CIL 03, 09973 = D 05953 (p 186) = ILJug-03, 02871 = Legio-VII 00092"	Dalmatia	Karin Gornji / Corinium	63	68	milites; ordo senatorius; termini; tria nomina; viri	"[E]x edict<o=U> P(ubli) Cor/neli Dolabel(la)e leg(ati) / pro praetore determinav[it] / S(extus) Titius Geminus / pri(nceps) posterior leg(ionis) / VII inter Neditas / et Corinienses / restituit iussu A(uli) / Duceni Gemini / leg(ati) Augusti pr(o) p[r(aetore)] / per A(ulum) Resium [M]a/ximum |(centurionem) leg(ionis) XI / C(laudiae) P(iae) F(idelis) pr(incipem) posterior(em) / et Q(uintum) Aebutium / Liberalem (h)astat(um) / posteriore(m) leg(ionis) / eiusdem
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0009797;CO0044155;HD035656;lu_21502;de_21dessuoft%23page/467/mode/2up | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD035656 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0009797	44.1358546	15.6335444			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00092.jpg;pp
EDCS-10100992	"ILJug-03, 02028,3228 = Legio-VII 00081"	Dalmatia	Klis / Clissa			milites; tituli sepulcrales; viri	]E MVL[3] / [3] Capit[o(?) 3] / [3] leg(ionis?) VII [		43.5587998	16.5237544			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00081.jpg
EDCS-55300307	Legio-VII 00107	Dalmatia	Krinj			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"		43.7451993	16.644463			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00107.jpg
EDCS-30800082	"CIL 03, 08472 (p 2131) = D 05948 = Legio-VII 00095 = Grbic 00033 = AE 1890, 00012 = AE 1890, +00123"	Dalmatia	"Krug, Jesenice"	37	41	Augusti/Augustae; litterae erasae; milites; ordo senatorius; termini; tria nomina; viri	"L(ucius) Trebius / Secundus pr/aef(e)ctus castr/orum inter / Onastinos et / Narestinos ter/minos pos(u)it ius/su L(uci) Volusi Satu/rni(ni) leg(ati) pro pr/aetore C(ai) [[C[ae]]]/[[s[ar]is A[ugusti]]] / [[G[erm]anici]] ex / senten{ten}ti/a quam i(i)s a<d=T>h/i<b=R>ito consi/lio dixit
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0032151;HD041864;de_21dessuoft%23page/466/mode/2up | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD041864 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0032151	43.4592662	16.6289431			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00095.jpg
EDCS-30600566	"CIL 03, 06364 = CIL 03, 08488 = Legio-VII 00017"	Dalmatia	Ljubuski / Mlade / Bigeste	1	40	milites; praenomen et nomen; tituli sepulcrales; viri	"L(ucius) Herenni/us L(uci) f(ilius) Pap(iria) / M<y=U>liade / vet(eranus) leg(ionis) VII / an(norum) LX sti(pendiorum) / XXX h(ic) s(itus) e(st)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058381 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058381	43.1904758	17.540558			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00017.jpg;pp
EDCS-31900305	"CIL 03, 08487 (p 1475) = Legio-VII 00011"	Dalmatia	Ljubuski / Mlade / Bigeste	1	40	milites; tituli sepulcrales; tria nomina; viri	"L(ucius) Domitius L(uci) f(ilius) A<n=II>(iensi) / Aquila vet(eranus) leg(ionis) VII / domo Myliada(!) / stip(endiorum) XXXIII vi(vus) fe[c(it)] sib(i) / et C(aio) Domitio [L(uci) f(ilio)] A[n(iensi)] / [A]qui[l]ino mil(iti) [le]g(ionis) V[II] / stip(endiorum) XX h(onesta) m(issione) [m(isso) 3] / [6] / [6] / [3]A[3] / [3]V[3] fecit
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058380 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD058380	43.1904758	17.540558			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00011.jpg
EDCS-30101162	"Legio-VII 00099 = AE 2003, 01332"	Dalmatia	Podgrade / Asseria	14	20	milites; ordo senatorius; termini; tria nomina; viri	"Ex [dec(reto) P(ubli) Corn(eli)] / Dol(abellae) leg(ati) pr(o) [pr(aetore)] / det(erminavit) C(aius) Titius / Geminus |(centurio) / leg(ionis) VII inte[r] / Asser(iates) et C[or(nienses)]
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD045056 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD045056	44.0203427	15.669073			
EDCS-08300491	"Legio-VII 00089 = AE 1985, 00712 = AE 1981, 00699"	Dalmatia	Seget Donji / Tragurium	42	57	milites; praenomen et nomen; tituli sacri; viri	Hercu(li) / sacrum / [P(ublius)] Plotius |(centurio) leg(ionis) / VII C(laudiae) P(iae) F(idelis) / v(otum) s(olvit) l(ibens) m(erito)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD003120 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD003120	43.5179953	16.2272015			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00089.jpg;$M_AE_1981_00699.jpg
EDCS-55300308	Legio-VII 00108	Dalmatia	Sinj / Osinium			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"		43.7015963	16.6365238			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00108.jpg
EDCS-55300309	Legio-VII 00109	Dalmatia	Sinj / Osinium			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) [P(iae) F(idelis)]
material: opus figlinae"		43.7015963	16.6365238			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00109.jpg
EDCS-55300310	Legio-VII 00110	Dalmatia	Sinj / Osinium			sigilla impressa; tituli fabricationis	"Leg(ionis) VII C(laudiae) P(iae) F(idelis)
material: opus figlinae"		43.7015963	16.6365238			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00110.jpg
EDCS-27601578	"CIL 03, 02014 (p 1509) = Legio-VII 00010 = AE 2010, +01166"	Dalmatia	Solin / Salona	42	130	milites; tituli sepulcrales; tria nomina; viri	L(ucius) Caesius L(uci) f(ilius) / Cam(ilia) Bassus / domo Pisauri / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) LIII stip(endiorum) XXXIII / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) h(eres) p(osuit) / in f(ronte) p(edes) VI in a(gro) p(edes) X	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054710 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD054710	43.5441591	16.4919213			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$CIL_03_02014.jpg
EDCS-27601583	"CIL 03, 02019 = D 07161 = Legio-VII 00027"	Dalmatia	Solin / Salona	1	100	milites; ordo decurionum; tituli sepulcrales; tria nomina; viri	C(aius) Curiatius T(iti) f(ilius) Serg(ia) / Secundus dom(o) Augusta / Troade vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / scrib[a] Salonis annor(um) LXV h(ic) s(itus) e(st) / [in fr(onte) p(edes) 3 in agr(o)] p(edes) XX	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054720;de_21dessuoft%23page/727/mode/2up | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD054720	43.5441591	16.4919213			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$Legio-VII_00027.jpg
EDCS-27601584	"CIL 03, 02022 (p 1509) = Legio-VII 00015"	Dalmatia	Solin / Salona	42	100	Augusti/Augustae; liberti/libertae; milites; mulieres; tituli operum; tituli sepulcrales; tria nomina; viri	L(ucius) Fabius L(uci) f(ilius) Satur/ninus vet(eranus) leg(ionis) VII <C=P>(laudiae) <P=C>(iae) F(idelis) / v(ivus) f(ecit) sibi et Claudiae <T=L>i(beri) / Claudi A<l=I>ypi l(iberti) Caesaris / libertae Euche h(ic) s(iti) s(unt) / loc(um) don(avit) C(aius) Titius / Restitutus amicus / h(oc) m(onumentum) h(eredem) n(on) s(equetur)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054723 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD054723	43.5441591	16.4919213			
EDCS-27601590	"CIL 03, 02033 = Legio-VII 00018"	Dalmatia	Solin / Salona	1	41	milites; mulieres; praenomen et nomen; tituli sepulcrales; tria nomina; viri	Q(uinto) Hortensio / Q(uinti) f(ilio) vet(erano) leg(ionis) / VII h(ic) s(itus) e(st) / Hortensia / Q(uinti) f(ilia) Quarta et / L(ucius) Corellius I[u]c/undus patri posuere	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054808 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD054808	43.5441591	16.4919213			
EDCS-27601594	"CIL 03, 02040 (p 1509) = Legio-VII 00035 = AE 2010, +01166"	Dalmatia	Solin / Salona	42	100	liberti/libertae; milites; nomen singulare; tituli sepulcrales; tria nomina; viri	"C(aius) Lucretius / signif(er) leg(ionis) VII / C(laudiae) P(iae) F(idelis) dom(o) Verona / an(norum) XLV stip(endiorum) XXVI / de suo peculio f(aciendum) i(ussit) sibi / et Primo suo curam / egerunt frater et / Chrestus lib(ertus) / in fr(onte) p(edes) X in agr(o) p(edes) XX
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=CO0044158;HD063842;lu_21459 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD063842 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0044158	43.5441591	16.4919213			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$PF_CIL_03_02040.jpg;$Legio-VII_00035.jpg;pp
EDCS-27601595	"CIL 03, 02041 (p 1509) = Legio-VII 00036"	Dalmatia	Solin / Salona	42	100	liberti/libertae; milites; mulieres; nomen singulare; praenomen et nomen; tituli sepulcrales; viri	"C(aius) Lucretius / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / domo Verona v(ivus) f(ecit) / sibi et Provinciali f(ilio) et / Firmillae et Tyche lib(ertabus) / suisque omnibus / in fr(onte) p(edes) X in agr(o) p(edes) XX
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD063843 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD063843	43.5441591	16.4919213			http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$PF_CIL_03_02041.jpg;$PF_CIL_03_02041_1.jpg
EDCS-27601600	"CIL 03, 02048 = Legio-VII 00053"	Dalmatia	Solin / Salona	9	100	milites; praenomen et nomen; tituli sepulcrales; viri	T(itus) Sabinius T(iti) f(ilius) / Fab(ia) domo / Sebaste vete(ranus) / leg(ionis) VII ann(orum) LVI / sti(pendiorum) XXXII / h(ic) s(itus) e(st)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD063317 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD063317	43.5441591	16.4919213			
EDCS-27601612	"CIL 03, 02071 = ILJug-03, 02040b05 = Legio-VII 00072 = AE 1982, 00763"	Dalmatia	Solin / Salona	9	57	milites; tituli sepulcrales; viri	] / [Pompt]ina(?) A[rr]etio / [3] mil(es) le[g(ionis)] VII / ann{i}or(um) [3] / [s]tipe[n]dior(um) IX / h(ic) s(itus)	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD000600 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD000600	43.5441591	16.4919213			
